name,bus,gen,cap,cf,units
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike I,c245ue,WT,1.5,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike II,c245ue,WT,1.6,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,1.5,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike III,c245ue,WT,2.3,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Klondike IIIA,c245ue,WT,1.5,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
Kumeyaay Phase I,9mudw2,WT,2.0,0.0,1
L-8 Solar Project,9q5fm0,PV,1.3,0.0,1
LAGRANDE,c237sz,HT,64.0,0.009,1
LAKE_HODGES_HYDROELECTRIC_FACILITY,9mudw2,HT,42.0,0.03,1
LAKE_ONE,9q5f6t,CT,60.5,0.051,1
LAKE_SIDE_POWER_PLANT,9x0mgn,CC,1385.0,0.967,1
LAMBIE_ENERGY_CENTER,9qc26h,CT,47.0,0.015,1
LANGLEY_GULCH_POWER_PLANT,9rg8bx,CC,318.5,0.167,1
LARAMIE_RIVER_STATION,9xkgmv,ST,1710.0,0.168,1
LARKSPUR_ENERGY_FACILITY,9muccv,CT,99.8,0.05,1
LA_LUZ_ENERGY_CENTER,9wdb95,CT,42.3,0.011,1
LA_PALOMA_GENERATING_LLC,9q713t,CC,1200.0,0.107,1
LCEC_GENERATION_LLVC,9wve62,IC,46.5,0.003,1
LEMOLO_1,9rb6wg,HT,32.0,0.039,1
LEMOLO_2,9r88yx,HT,38.5,0.074,1
LEWIS_CLARK,c8h5zm,IC,34.3,0.006,1
LEWIS_CLARK,c8h5zm,ST,34.3,0.006,1
LIBBY,c2kx95,HT,525.0,0.094,1
LIMON_GENERATING_STATION,9wve62,CT,154.2,0.01,1
LITTLE_FALLS,c2kx95,HT,43.2,0.008,1
LITTLE_GOOSE,c2kx95,HT,810.0,0.145,1
LIVE_OAK_COGEN,9q713t,CT,46.0,0.004,1
LODI_ENERGY_CENTER,9q9wtp,CC,288.9,0.503,1
LOGAN_CITY,9x27ep,CT,8.0,0.065,1
LOGAN_CITY,9x27ep,ST,8.0,0.065,1
LOMA_LINDA_UNIVERSITY_COGEN,9qh8k2,CC,4.0,0.004,1
LOMA_LINDA_UNIVERSITY_COGEN,9qh8k2,CT,4.0,0.004,1
LOMA_LINDA_UNIVERSITY_COGEN,9qh8k2,ST,4.0,0.004,1
LONGVIEW_FIBRE,c237sz,CT,22.5,0.003,1
LONGVIEW_FIBRE,c237sz,ST,22.5,0.003,1
LONG_BEACH_GENERATION_LLC,9q5bwz,CT,126.0,0.018,1
LONG_BEACH_GENERATION_LLC,9q5bwz,CC,126.0,0.018,1
LONG_LAKE,c2kx95,HT,70.0,0.013,1
LOOKOUT_POINT,9rb6wg,HT,120.0,0.147,1
LOON_LAKE,9r4bc7,HT,74.1,0.163,1
LORDSBURG_GENERATING,9w1zzg,CT,88.0,0.019,1
LOST_CREEK,9r88yx,HT,49.0,0.094,1
LOST_HILLS_COGENERATION_PLANT,9q713t,CT,10.5,0.001,1
LOS_ANGELES_REFINERY_WILMINGTON,9q5bwz,ST,68.5,0.01,1
LOS_ESTEROS_CRITICAL_ENERGY_CENTER,9q9m24,CC,306.1,0.383,1
LOS_MEDANOS_ENERGY_CENTER,9qc26h,CC,678.3,0.214,1
LOWER_BAKER,c2967d,HT,111.2,0.081,1
LOWER_GRANITE,c2kx95,HT,810.0,0.145,1
LOWER_MALAD,9rwgcr,HT,13.5,0.008,1
LOWER_MONUMENTAL,c26crp,HT,810.0,0.067,1
LOWER_SALMON,9rwgcr,HT,60.0,0.034,1
LUCKY_PEAK_POWER_PLANT_PROJECT,9rwgcr,HT,101.2,0.057,1
LUNA_ENERGY_FACILITY,9w1zzg,CC,650.0,0.139,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya,9we1bp,WT,2.8,0.0,1
La Joya Del Sol,9qd9xh,PV,1.5,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Joya II,9we1bp,WT,2.625,0.0,1
La Senita,9qndpr,PV,1.0,0.0,1
"Labish Solar, LLC",9rb6wg,PV,2.2,0.0,1
"Lafayette Horizon Solar (CSG), LLC",9xkgmv,PV,1.6,0.0,1
Laho Solar Plant,9wbmjr,PV,3.0,0.0,1
Lake Herman,9qc63x,PV,5.0,0.0,1
Lake Palmdale,9q5fm0,WT,0.95,0.0,1
Lake Pleasant WTP,9w01f3,PV,6.0,0.0,1
Lamar III,9wve62,WT,1.5,0.0,1
Lamar Municipal,9wve62,WT,1.5,0.0,1
Lamar Municipal,9wve62,WT,1.5,0.0,1
Lamar Municipal,9wve62,WT,1.5,0.0,1
Lamar Municipal,9wve62,WT,1.5,0.0,1
Lancaster,9q5fm0,PV,3.0,0.0,1
Lancaster Baptist Church,9q5fm0,PV,1.0,0.0,1
Lancaster Dry Farm Ranch B,9q5fm0,PV,5.0,0.0,1
Lancaster Little Rock,9q5fm0,PV,5.0,0.0,1
Lancaster WAD B,9q5fm0,PV,3.0,0.0,1
Las Vegas Solar Energy Center,9wve62,PV,5.0,0.0,1
Las Vegas WPCF Solar Plant,9qqk6u,PV,3.3,0.0,1
Las Virgenes,9q5fm0,PV,3.0,0.0,1
Las Virgenes Municipal Water District,9q5fm0,PV,1.0,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Latigo,9we1bp,WT,2.3,0.0,1
Lavio Solar,9qben2,PV,1.0,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.85,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
Leaning Juniper,c245ue,WT,1.6,0.0,1
