bus,county,latitude,longitude,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],p_tech_sec
9qd9xh,Madera CA,36.957241,-120.034258,35591,CA - Madera USD - Madera South HS,2022,PV,"FIXED_TILT,SINGLE_AXIS",180,,,1.2,
9qd9xh,Fresno CA,36.127567,-120.142064,359003,Westlands Solar PV Farm,2014,PV,SINGLE_AXIS,179,0.0,,18.0,c-si
9qd9xh,Fresno CA,36.613282,-120.383494,607642,"RE Adams East, LLC",2014,PV,SINGLE_AXIS,179,0.0,,19.0,thin-film
9qd9xh,Fresno CA,36.730527,-120.415146,1819693,North Star Solar,2015,PV,SINGLE_AXIS,180,0.0,,62.5,thin-film
9qd9xh,Fresno CA,36.66739,-119.416708,60055,2081 Terzian Solar Project,2014,PV,DUAL_AXIS,180,,,1.2,c-si
9qd9xh,Fresno CA,36.721849,-120.430096,134148,Citizen B,2015,PV,FIXED_TILT,180,25.0,batteries,5.0,c-si
9qd9xh,Fresno CA,36.126665,-120.243255,44405,DSH (CA)-Coalinga State Hospital,2014,PV,SINGLE_AXIS,180,0.0,,2.6,c-si
9qd9xh,Fresno CA,36.126063,-120.247782,26824,CDCR (CA)-Pleasant Valley State Prison,2014,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9qd9xh,Fresno CA,36.716336,-120.414267,1121239,"Little Bear Solar 1, LLC",2020,PV,SINGLE_AXIS,180,0.0,,40.0,thin-film
9qd9xh,Fresno CA,36.374847,-120.134212,498516,Whitney Point Solar,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qd9xh,Fresno CA,36.382014,-120.1345,497333,NextEra Westside PV,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qd9xh,Fresno CA,36.522085,-120.146373,480957,San Joaquin Solar,2019,PV,SINGLE_AXIS,179,0.0,,18.5,thin-film
9qd9xh,Fresno CA,36.620589,-119.668046,30334,National Raisin,2015,PV,"FIXED_TILT,SINGLE_AXIS",202,2.0,,2.5,c-si
9qd9xh,Fresno CA,36.616892,-120.105121,69287,Fresno Solar,2015,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9qd9xh,Fresno CA,36.716376,-120.391855,1018771,Little Bear 3,2020,PV,SINGLE_AXIS,180,0.0,,20.0,thin-film
9qd9xh,Fresno CA,36.709025,-120.414381,1128758,Little Bear 4,2020,PV,SINGLE_AXIS,180,0.0,,50.0,thin-film
9qd9xh,Fresno CA,36.709126,-120.396648,1128450,Little Bear 5,2020,PV,SINGLE_AXIS,180,0.0,,50.0,thin-film
9qd9xh,Fresno CA,36.585029,-119.470066,28185,Moonlight Packing-Phase 2,2019,PV,FIXED_TILT,180,20.0,,1.4,c-si
9qd9xh,Fresno CA,36.73465,-120.614743,14322,Firebaugh-CCS-PV-1,2015,PV,FIXED_TILT,180,25.0,batteries,1.0,c-si
9qd9xh,Fresno CA,36.648126,-120.24633,21515,Tranquillity ID,2018,PV,SINGLE_AXIS,180,0.0,batteries,1.3,c-si
9qd9xh,Fresno CA,36.159538,-120.111946,4431849,"Fifth Standard Solar PV, LLC (Hybrid)",2020,PV,SINGLE_AXIS,180,,batteries,150.0,
9qd9xh,Fresno CA,36.659011,-119.732805,56718,CA - Fresno County - Juvenile Hall,2022,PV,SINGLE_AXIS,180,,,2.8,c-si
9qd9xh,Fresno CA,36.570855,-120.399372,6694262,RE Tranquillity,2016,PV,SINGLE_AXIS,180,0.0,batteries,205.3,c-si
9qd9xh,Madera CA,36.946456,-120.077629,44354,Sealed Air Madera Solar Project,2022,PV,SINGLE_AXIS,180,,batteries,3.0,c-si
9qd9xh,Fresno CA,36.585348,-120.383854,5232356,"Great Valley Solar Portfolio Holdings, LLC",2018,PV,SINGLE_AXIS,180,0.0,,200.0,c-si
9qd9xh,Fresno CA,36.554384,-120.339146,562087,Giffen Solar Park,2017,PV,SINGLE_AXIS,179,0.0,,20.0,c-si
9qd9xh,Madera CA,37.10966,-120.298292,18849,Five H Farms Solar Array,2021,PV,FIXED_TILT,180,,,1.1,
9qd9xh,Madera CA,36.825592,-120.318359,97215,Wonderful Orchards-New Columbia,2020,PV,FIXED_TILT,180,37.0,,5.0,c-si
9qd9xh,Madera CA,37.087619,-120.150381,59617,DGS Valley State Prison,2021,PV,SINGLE_AXIS,180,,,2.3,
9qd9xh,Madera CA,36.91629,-119.971615,103723,Pacific Ethanol Madera Solar Array,2018,PV,SINGLE_AXIS,180,0.0,,3.9,c-si
9qd9xh,Madera CA,37.056276,-120.167303,41495,Madera 1 PV,2017,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9qd9xh,Madera CA,36.941297,-119.963177,1322564,Borden Solar Farm,2020,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9qd9xh,Madera CA,37.120529,-120.324509,447630,Adera Solar,2015,PV,FIXED_TILT,180,25.0,,20.0,c-si
9qd9xh,Madera CA,36.942735,-120.158887,38593,City of Madera WWTP,2009,PV,DUAL_AXIS,180,,,1.0,c-si
9qd9xh,Fresno CA,36.177598,-120.109391,373343,Huron Solar Station,2012,PV,FIXED_TILT,179,25.0,,20.0,c-si
9qd9xh,Fresno CA,36.175836,-120.115552,383759,Gates Solar Station,2013,PV,FIXED_TILT,179,25.0,,20.0,c-si
9qd9xh,Fresno CA,36.759626,-120.365926,161468,CalRenew-1,2010,PV,FIXED_TILT,198,20.0,,5.0,c-si
9qd9xh,Fresno CA,36.395424,-120.107782,346423,Five Points Solar Station,2011,PV,FIXED_TILT,179,25.0,,15.0,c-si
9qd9xh,Fresno CA,36.52382,-120.123306,363847,Stroud Solar Station,2011,PV,FIXED_TILT,181,25.0,,20.0,c-si
9qd9xh,Fresno CA,36.141884,-120.132734,185941,West Gates Solar Station,2013,PV,FIXED_TILT,180,25.0,,10.0,c-si
9qd9xh,Fresno CA,36.37817,-120.123959,271465,Westside Solar Station,2011,PV,FIXED_TILT,180,25.0,,15.0,c-si
9qd9xh,Fresno CA,36.424422,-120.341163,469938,Cantua Solar Station,2012,PV,FIXED_TILT,179,25.0,,20.0,c-si
9qd9xh,Fresno CA,36.527411,-120.313283,235191,Giffen,2012,PV,FIXED_TILT,179,25.0,,10.0,c-si
9qd9xh,Fresno CA,36.678879,-119.79754,44540,La Joya Del Sol,2012,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9qd9xh,Fresno CA,36.783741,-119.714009,12623,Gap Pacific Distribution Center,2008,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9qd9xh,Fresno CA,36.391972,-120.243421,1633012,Five Points Solar Park,2016,PV,SINGLE_AXIS,179,0.0,,60.0,c-si
9qd9xh,Fresno CA,36.876816,-120.667732,415699,Oro Loma,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qd9xh,Fresno CA,36.54837,-120.345676,239655,Aspiration G,2017,PV,SINGLE_AXIS,180,0.0,,9.0,c-si
9qdbm8,Kings CA,36.41493,-119.553614,26233,Dover Dairy,2022,PV,SINGLE_AXIS,180,,,1.1,c-si
9qdbm8,Tulare CA,35.817328,-119.063026,1163273,Luciana,2022,PV,SINGLE_AXIS,180,,,55.8,c-si
9qdbm8,Tulare CA,36.387268,-119.255203,59643,Ivanhoe Solar,2014,PV,FIXED_TILT,180,20.0,,3.5,c-si
9qdbm8,Kings CA,36.163408,-119.650315,562406,Guernsey Solar Station,2013,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Kings CA,36.221314,-119.829948,678971,"RE Kansas South, LLC",2013,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Kings CA,36.142132,-119.572919,572357,Corcoran Solar,2013,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Kings CA,35.980693,-120.102349,694586,"Sand Drag, LLC",2011,PV,FIXED_TILT,180,25.0,,19.0,thin-film
9qdbm8,Kings CA,36.141488,-119.582386,385978,Corcoran Solar 2,2015,PV,SINGLE_AXIS,180,0.0,,19.75,c-si
9qdbm8,Kings CA,36.221972,-119.910352,612370,"RE Kent South, LLC",2014,PV,SINGLE_AXIS,180,0.0,,19.41,thin-film
9qdbm8,Kings CA,36.214536,-119.806731,2005790,Henrietta Solar Project,2016,PV,SINGLE_AXIS,180,0.0,,102.0,c-si
9qdbm8,Kings CA,36.230414,-119.912225,2965683,"RE Mustang, LLC",2016,PV,SINGLE_AXIS,179,0.0,batteries,100.0,c-si
9qdbm8,Kings CA,35.996053,-120.151899,382739,CED Avenal,2017,PV,SINGLE_AXIS,180,0.0,,15.8,c-si
9qdbm8,Kings CA,36.147519,-119.588717,449602,Corcoran Solar 3,2016,PV,SINGLE_AXIS,180,0.0,,21.19,c-si
9qdbm8,Kings CA,36.129361,-119.541797,634192,"CID Solar, LLC",2014,PV,SINGLE_AXIS,180,0.0,,19.76,thin-film
9qdbm8,Kings CA,35.985182,-120.101408,510472,"Sun City Project, LLC",2011,PV,FIXED_TILT,180,25.0,,20.0,thin-film
9qdbm8,Kings CA,36.30665,-119.629057,53796,Hanford 1 and 2,2014,PV,FIXED_TILT,180,20.0,,3.0,c-si
9qdbm8,Kings CA,36.244432,-119.829726,639527,"RE Kansas Solar, LLC",2014,PV,SINGLE_AXIS,180,0.0,,20.0,thin-film
9qdbm8,Kings CA,36.060918,-119.945024,684929,Kettleman Solar-Centaurus,2015,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Kings CA,36.140871,-119.566235,44918,CID Solar (CA),2019,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9qdbm8,Kings CA,36.25728,-119.797435,42208,Lemoore 1,2016,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9qdbm8,Kings CA,36.217782,-119.906783,49784,Westside Solar Power PV1,2016,PV,SINGLE_AXIS,180,0.0,batteries,2.0,c-si
9qdbm8,Kings CA,36.064473,-119.5605,46544,CDCR (CA)-Corcoran State Prison,2013,PV,SINGLE_AXIS,180,0.0,,5.0,c-si
9qdbm8,Kings CA,36.249391,-119.900317,2474556,"American Kings Solar, LLC",2020,PV,SINGLE_AXIS,180,0.0,,128.0,thin-film
9qdbm8,Kings CA,36.204642,-119.917678,6584589,Aquamarine,2021,PV,SINGLE_AXIS,180,,,250.0,c-si
9qdbm8,Kings CA,36.203455,-119.900562,4353573,Mustang Two,2020,PV,SINGLE_AXIS,179,0.0,,150.0,c-si
9qdbm8,Kings CA,36.211961,-119.87457,7348312,Slate Hybrid,2021,PV,SINGLE_AXIS,180,,batteries,50.5,c-si
9qdbm8,Kings CA,36.148542,-119.914298,7037612,Almond,2021,PV,SINGLE_AXIS,180,,,19.9,
9qdbm8,Kings CA,36.136117,-119.558863,386337,"Cottonwood Solar, LLC (City of Corcoran)",2015,PV,SINGLE_AXIS,180,0.0,,12.0,thin-film
9qdbm8,Kings CA,35.990852,-120.106656,186185,Avenal Park,2011,PV,FIXED_TILT,180,25.0,,6.0,thin-film
9qdbm8,Kings CA,36.231328,-119.811814,282539,"Java Solar, LLC",2022,PV,SINGLE_AXIS,180,,,13.5,c-si
9qdbm8,Tulare CA,35.855438,-119.068501,474176,CED Ducor 1,2016,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,35.815505,-119.451017,493186,Atwell Island,2013,PV,FIXED_TILT,180,18.0,,20.2,thin-film
9qdbm8,Tulare CA,35.901922,-119.438642,1684438,Alpaugh 50,2012,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9qdbm8,Tulare CA,35.909054,-119.426903,214424,Alpaugh North,2012,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,36.505254,-119.540118,63991,Kingsburg Solar,2013,PV,FIXED_TILT,180,20.0,,3.7,c-si
9qdbm8,Tulare CA,36.265953,-119.128349,57857,Exeter Solar,2014,PV,FIXED_TILT,180,20.0,,3.5,c-si
9qdbm8,Tulare CA,35.874844,-119.451879,536845,White River Solar,2013,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,36.028665,-119.073924,109317,Solar Photovoltaic Project #42,2012,PV,FIXED_TILT,180,25.0,,5.0,c-si
9qdbm8,Tulare CA,35.831023,-119.049593,280869,Tropico Solar PV Plant,2016,PV,SINGLE_AXIS,180,0.0,,14.0,c-si
9qdbm8,Tulare CA,35.82219,-119.039789,688146,Nicolis Solar PV Plant,2016,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,35.801176,-119.110889,35025,Castle Rock Vineyards,2010,PV,FIXED_TILT,180,20.0,,1.0,c-si
9qdbm8,Tulare CA,36.100484,-119.038005,97096,Porterville Solar,2014,PV,FIXED_TILT,180,20.0,,3.5,c-si
9qdbm8,Tulare CA,35.81509,-119.459675,496755,Atwell Island West Solar,2015,PV,SINGLE_AXIS,180,0.0,,20.02,c-si
9qdbm8,Tulare CA,36.318418,-119.213989,61169,Farmersville,2014,PV,FIXED_TILT,180,20.0,,4.5,c-si
9qdbm8,Tulare CA,36.186375,-119.377771,17068,City of Tulare Water Facility,2011,PV,FIXED_TILT,180,40.0,,1.1,c-si
9qdbm8,Tulare CA,35.871483,-119.464992,518319,White River Solar 2,2014,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,35.845551,-119.057005,365047,CED Ducor 3,2016,PV,SINGLE_AXIS,180,0.0,,15.0,c-si
9qdbm8,Tulare CA,35.846421,-119.065818,485220,CED Ducor 2,2016,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,35.850283,-119.026032,470454,CED Ducor 4,2016,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qdbm8,Tulare CA,36.35362,-119.400731,21156,"RE-VFO, LLC",2009,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9qdbm8,Tulare CA,36.547339,-119.431282,16233,FTF-PackingShed,2013,PV,FIXED_TILT,180,25.0,,1.0,c-si
9qdbm8,Tulare CA,36.09401,-119.037477,12553,Porterville 6 and 7,2014,PV,FIXED_TILT,180,20.0,,3.0,c-si
9qdbm8,Tulare CA,36.211927,-119.133777,59043,Lindsay Solar,2014,PV,FIXED_TILT,180,20.0,,4.0,c-si
9qdbm8,Tulare CA,36.20446,-119.417946,56692,Tulare 1 and 2,2014,PV,FIXED_TILT,180,20.0,,3.0,c-si
9qdbm8,Tulare CA,36.538178,-119.426157,26886,Dinuba Wastewater Treatment Plant,2011,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9qe6tq,Inyo CA,36.268424,-117.983017,28875,Owens Valley Solar Project 11,2017,PV,FIXED_TILT,190,30.0,,1.0,c-si
9qe6tq,Inyo CA,36.264822,-117.995482,51897,Munro Valley Solar,2016,PV,FIXED_TILT,180,25.0,,4.0,c-si
9qe6tq,Inyo CA,35.804912,-117.349841,25163,Trona Solar III,2022,PV,SINGLE_AXIS,180,,,2.0,
9qj152,Riverside CA,33.706592,-114.785766,7684568,Arlington Energy Center II,2021,PV,SINGLE_AXIS,180,,batteries,233.0,c-si
9qj152,Riverside CA,33.575483,-114.739432,4722514,Blythe Mesa Solar II,2021,PV,SINGLE_AXIS,180,,batteries,223.6,thin-film
9qj152,Riverside CA,33.861247,-117.214039,65341,EMWD-Moreno Valley RWRF,2021,PV,DUAL_AXIS,180,,,2.4,
9qj152,Riverside CA,33.753074,-115.345924,1325934,Athos Solar Project,2019,PV,SINGLE_AXIS,180,,,250.0,thin-film
9qj152,Riverside CA,33.712238,-117.073016,22945,Diamond Valley Solar Project,2015,PV,SINGLE_AXIS,180,0.0,,1.3,c-si
9qj152,Riverside CA,33.97533,-117.405786,86215,Tequesquite Landfill Solar PV Project,2015,PV,FIXED_TILT,180,8.0,,7.5,c-si
9qj152,Riverside CA,33.741677,-117.011471,363034,"AP North Lake I, LP",2015,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9qj152,Riverside CA,33.666084,-114.65691,32527,Palo Verde College,2009,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9qj152,Riverside CA,33.624294,-114.699178,530112,Solar Blythe 2,2017,PV,SINGLE_AXIS,180,0.0,,21.04,c-si
9qj152,Riverside CA,33.908674,-116.560154,85218,North Palm Springs 4A,2012,PV,SINGLE_AXIS,225,0.0,,4.0,c-si
9qj152,Riverside CA,33.703743,-114.764833,7251028,McCoy Solar Energy Project Hybrid,2016,PV,SINGLE_AXIS,180,0.0,batteries,270.6,thin-film
9qj152,Riverside CA,33.591974,-114.742253,555075,"Solar Blythe, LLC",2009,PV,FIXED_TILT,180,24.0,,21.0,thin-film
9qj152,Riverside CA,33.89107,-116.543137,78292,"Garnet Solar Generation Station I, LLC",2014,PV,SINGLE_AXIS,180,0.0,,4.0,c-si
9qj152,Riverside CA,33.598564,-114.571681,39817,Venable Solar 1,2015,PV,FIXED_TILT,198,20.0,,1.5,c-si
9qj152,Riverside CA,33.597048,-114.571952,13490,Venable Solar 2,2015,PV,FIXED_TILT,198,20.0,,1.5,c-si
9qj152,Riverside CA,33.823568,-115.394115,11995761,"Desert Sunlight 300, LLC",2014,PV,FIXED_TILT,191,22.0,,313.7,thin-film
9qj152,Riverside CA,33.565266,-114.903852,18014,Chuckawalla Valley State Prison,2006,PV,FIXED_TILT,180,20.0,,0.9,c-si
9qj152,Riverside CA,33.547372,-115.978082,1573694,Colgreen North Shore Solar Farm,2018,PV,SINGLE_AXIS,180,,,74.8,c-si
9qj152,Riverside CA,33.673669,-114.738061,2902531,"Blythe Solar 110, LLC",2016,PV,SINGLE_AXIS,181,0.0,batteries,109.8,c-si
9qj152,Riverside CA,33.684154,-114.739769,4087638,"Blythe Solar II, LLC",2016,PV,SINGLE_AXIS,181,0.0,batteries,131.2,c-si
9qj152,Riverside CA,33.798117,-117.016669,48657,EMWD-San Jacinto RWRF NEM,2021,PV,SINGLE_AXIS,180,,,1.3,
9qj152,Riverside CA,33.696106,-117.218434,49336,EMWD-Sun City RWRF,2021,PV,SINGLE_AXIS,180,,,1.6,
9qj152,Riverside CA,33.795587,-115.371453,3949988,"Desert Harvest, LLC",2020,PV,SINGLE_AXIS,180,0.0,,80.0,thin-film
9qj152,Riverside CA,33.794421,-115.342448,3428132,"Desert Harvest II, LLC",2020,PV,SINGLE_AXIS,180,0.0,batteries,70.0,thin-film
9qj152,Riverside CA,33.557208,-116.642211,60787,SunAnza,2020,PV,FIXED_TILT,180,27.0,,3.4,c-si
9qj152,Riverside CA,33.659951,-114.736616,4457426,"Blythe Solar III, LLC Hybrid",2020,PV,SINGLE_AXIS,181,0.0,batteries,137.4,c-si
9qj152,Riverside CA,33.681889,-114.769528,3289904,"Blythe Solar IV, LLC",2015,PV,SINGLE_AXIS,181,0.0,batteries,137.4,c-si
9qj152,Riverside CA,33.698716,-115.229063,6101184,"Maverick Solar, LLC",2020,PV,SINGLE_AXIS,180,0.0,,125.0,c-si
9qj152,Riverside CA,33.688378,-115.199522,4640996,"Maverick Solar 4, LLC",2021,PV,SINGLE_AXIS,180,0.0,,100.0,c-si
9qj152,Riverside CA,33.74373,-115.313258,1395247,"SE Athos II, LLC",2021,PV,SINGLE_AXIS,180,,,200.0,
9qj152,Riverside CA,33.725692,-115.375223,9465980,Oberon Solar Project,2022,PV,SINGLE_AXIS,180,,batteries,250.0,
9qj152,Riverside CA,33.74024,-115.35214,1803587,"Maverick Solar 6, LLC",2021,PV,SINGLE_AXIS,180,,batteries,100.0,
9qj152,Riverside CA,33.755136,-117.200101,103142,EMWD-Perris Valley RWRF,2021,PV,SINGLE_AXIS,180,,batteries,3.4,
9qj152,Riverside CA,33.803545,-117.02362,88997,EMWD - San Jacinto RES BCT,2021,PV,SINGLE_AXIS,180,,,4.2,c-si
9qj152,Riverside CA,33.536297,-117.196963,91312,RCWD PV Project,2016,PV,SINGLE_AXIS,180,0.0,,3.9,c-si
9qj152,Riverside CA,33.566907,-114.918045,81974,SunEdison Ironwood State Prison,2008,PV,SINGLE_AXIS,180,0.0,,0.9,c-si
9qj152,Riverside CA,33.717775,-116.198272,13519,Valley Sanitary District WTP Solar,2016,PV,FIXED_TILT,180,20.0,,1.0,c-si
9qj152,Riverside CA,33.770206,-116.904249,29716,Soboba Community Solar Project,2017,PV,FIXED_TILT,200,25.0,,1.7,c-si
9qj152,Riverside CA,33.923347,-116.594548,51433,North Palm Springs 1A,2012,PV,SINGLE_AXIS,225,0.0,,2.4,c-si
9qj152,Riverside CA,33.565188,-114.918553,107874,"Ironwood Solar, LLC",2012,PV,SINGLE_AXIS,180,0.0,,4.0,c-si
9qj152,Riverside CA,33.923044,-116.530143,50681,Desert Hot Springs Solar,2013,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9qj152,Riverside CA,33.568471,-114.917988,80901,Chuckawalla Solar,2012,PV,SINGLE_AXIS,180,0.0,,4.0,c-si
9qndpr,Mohave AZ,34.994777,-114.553771,267739,Mohave Electric Cooperative at Joy Lane,2016,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9qndpr,La Paz AZ,33.771081,-113.654525,740256,OE_AZ1,2020,PV,SINGLE_AXIS,180,0.0,,32.5,thin-film
9qndpr,Mohave AZ,35.303874,-114.01518,84915,Jacobson 5 MW Solar,2017,PV,FIXED_TILT,180,25.0,,4.4,c-si
9qndpr,Mohave AZ,35.241588,-114.004585,26485,La Senita,2011,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9qndpr,Mohave AZ,35.349159,-113.914259,1715966,Gray Hawk Solar,2018,PV,SINGLE_AXIS,180,0.0,,46.0,c-si
9qndpr,Mohave AZ,34.983955,-114.55634,74954,Mohave Electric at Fort Mohave,2015,PV,FIXED_TILT,180,22.0,,4.4,c-si
9qndpr,Mohave AZ,35.022825,-114.162449,217559,"Black Mountain Solar, LLC",2012,PV,SINGLE_AXIS,180,0.0,,9.0,c-si
9qqk6u,Clark NV,35.486403,-114.934023,459291,Searchlight Solar,2014,PV,SINGLE_AXIS,180,0.0,,17.49,c-si
9qqk6u,Clark NV,36.386503,-114.952156,529728,Mountain View Solar,2014,PV,SINGLE_AXIS,190,0.0,,20.0,c-si
9qqk6u,Clark NV,35.62505,-115.350152,1197330,Silver State Solar Power North,2012,PV,FIXED_TILT,180,25.0,,52.0,thin-film
9qqk6u,Clark NV,35.607882,-115.337278,6468343,Silver State Solar Power South,2016,PV,SINGLE_AXIS,180,0.0,,250.0,thin-film
9qqk6u,Clark NV,35.892361,-114.936029,541154,"Techren Solar IV, LLC",2020,PV,SINGLE_AXIS,180,0.0,,25.0,c-si
9qqk6u,Clark NV,36.256491,-115.054411,487297,Nellis Air Force Base Solar Array,2007,PV,SINGLE_AXIS,180,20.0,,12.0,c-si
9qqk6u,Clark NV,35.781022,-114.992615,1346328,CM48,2010,PV,FIXED_TILT,180,25.0,,48.0,thin-film
9qqk6u,Clark NV,36.392197,-114.964727,539032,Apex Solar PV Power Project,2012,PV,SINGLE_AXIS,190,0.0,,20.0,c-si
9qqk6u,Clark NV,35.785768,-114.961632,3546586,Copper Mountain Solar 2,2015,PV,FIXED_TILT,180,25.0,,154.0,thin-film
9qqk6u,Clark NV,35.844998,-114.972093,447850,"Techren Solar III, LLC",2020,PV,SINGLE_AXIS,180,0.0,,25.0,c-si
9qqk6u,Clark NV,35.771769,-114.976657,4084373,"Copper Mountain Solar 5, LLC",2021,PV,SINGLE_AXIS,180,,,250.0,c-si
9qqk6u,Clark NV,36.410661,-114.912141,3135587,Playa Solar 2,2017,PV,SINGLE_AXIS,180,0.0,,100.0,thin-film
9qqk6u,Clark NV,35.786467,-114.997984,313570,CM10,2008,PV,FIXED_TILT,180,25.0,,10.0,thin-film
9qqk6u,Clark NV,35.836256,-114.9816,2045406,"Boulder Solar Power, LLC",2016,PV,SINGLE_AXIS,180,0.0,batteries,100.0,c-si
9qqk6u,Clark NV,35.852813,-114.968555,2103596,"Techren Solar I, LLC",2019,PV,SINGLE_AXIS,180,0.0,,100.0,c-si
9qqk6u,Clark NV,35.867654,-114.955521,3900518,"Techren Solar II, LLC",2019,PV,SINGLE_AXIS,180,0.0,,200.0,c-si
9qqk6u,Clark NV,36.400079,-114.901877,1064416,"Playa Solar 1, LLC",2017,PV,SINGLE_AXIS,180,0.0,,79.0,thin-film
9qqk6u,Clark NV,36.207622,-115.04642,264952,Nellis Solar PV II,2015,PV,SINGLE_AXIS,180,0.0,,15.5,c-si
9qqk6u,Clark NV,35.84781,-114.945912,793328,"Boulder Solar II, LLC",2017,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9qqk6u,Clark NV,36.525935,-114.75462,3918802,Moapa Southern Paiute,2016,PV,FIXED_TILT,181,30.0,,250.0,thin-film
9qqk6u,Clark NV,35.901334,-114.926483,986176,Techren Solar V,2020,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9qqk6u,Clark NV,35.788794,-114.979682,2387970,"Copper Mountain Solar 4, LLC",2016,PV,SINGLE_AXIS,180,0.0,,93.6,c-si
9qqk6u,Clark NV,36.425518,-114.923188,2262844,"Harry Allen Solar Energy, LLC",2021,PV,SINGLE_AXIS,180,,,100.0,c-si
9qqk6u,Clark NV,36.057741,-115.79137,3194442,Yellow Pine Solar,2023,PV,SINGLE_AXIS,180,,batteries,93.8,
9qqk6u,Clark NV,36.031854,-114.927786,287916,River Mountains Solar,2016,PV,SINGLE_AXIS,180,0.0,,14.4,c-si
9qqk6u,Clark NV,35.881832,-114.965487,3835825,Copper Mountain Solar 3,2015,PV,FIXED_TILT,180,16.0,,255.0,c-si
9qqk6u,Clark NV,36.23712,-114.87362,937644,Spectrum Solar PV Power Project,2013,PV,SINGLE_AXIS,180,0.0,,30.0,c-si
9qqk6u,Clark NV,36.134709,-115.03527,60945,Las Vegas WPCF Solar Plant,2013,PV,SINGLE_AXIS,180,0.0,,3.3,c-si
9qqk6u,Clark NV,35.938777,-114.886585,3466255,Townsite Solar Project Hybrid,2021,PV,SINGLE_AXIS,180,,batteries,160.0,thin-film
9qw0kp,Nye NV,36.275343,-115.972339,242077,NVSS-II,2017,PV,FIXED_TILT,180,30.0,,14.0,c-si
9qw0kp,Washington UT,37.043952,-113.627719,30188,Bloomington Solar I,2018,PV,FIXED_TILT,180,20.0,,2.0,c-si
9qw0kp,Nye NV,36.515032,-116.515336,2389885,Sunshine Valley Solar,2019,PV,SINGLE_AXIS,180,0.0,,100.0,thin-film
9r106e,Glenn CA,39.69908,-122.175386,39071,"Enerparc CA2, LLC",2016,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9r13pb,Butte CA,39.651561,-121.650012,21320,Butte College Main Campus Solar,2011,PV,FIXED_TILT,195,18.0,,3.6,c-si
9r13pb,Butte CA,39.373289,-121.681455,55563,Gridley Main Two,2013,PV,SINGLE_AXIS,180,0.0,,2.5,c-si
9r13pb,Butte CA,39.373372,-121.684357,26069,Gridley Main,2013,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9r1jcf,Tehama CA,40.122194,-122.189406,132592,Sierra Pacific Industries (2042-RD),2020,PV,FIXED_TILT,181,25.0,,8.4,c-si
9r1jcf,Shasta CA,41.031259,-121.425306,80156,Shasta Solar Farm,2014,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9r3wzq,Klamath OR,42.37664,-121.020118,280046,Bly Solar Center,2018,PV,SINGLE_AXIS,180,0.0,,8.0,c-si
9r3wzq,Klamath OR,42.031034,-121.611061,192056,"OR Solar 5, LLC",2018,PV,SINGLE_AXIS,180,0.0,,8.0,c-si
9r3wzq,Klamath OR,42.611487,-121.862597,235881,"Chiloquin Solar, LLC",2018,PV,FIXED_TILT,180,28.0,,9.9,c-si
9r3wzq,Klamath OR,42.022228,-121.425629,265515,"OR Solar 3, LLC",2017,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
